-33.965,18.602,1974.8551912568305,25.0
-33.965,18.602,1974.8852459016393,23.0
-33.965,18.602,1974.896174863388,19.0
-33.965,18.602,1974.8989071038252,21.0
-33.965,18.602,1974.9207650273224,25.0
-33.965,18.602,1974.9726775956285,24.0
-33.965,18.602,1975.0,25.0
-33.965,18.602,1975.0601092896175,29.0
-33.965,18.602,1975.0765027322404,25.0
-33.965,18.602,1975.0928961748634,28.0
-33.965,18.602,1975.1010928961748,28.0
-33.965,18.602,1975.1174863387978,28.0
-33.965,18.602,1975.120218579235,27.0
-33.965,18.602,1975.139344262295,31.0
-33.965,18.602,1975.1448087431695,32.0
-33.965,18.602,1975.1748633879781,25.0
-33.965,18.602,1975.1775956284152,27.0
-33.965,18.602,1975.1857923497269,25.0
-33.965,18.602,1975.191256830601,28.0
-33.965,18.602,1975.1939890710382,29.0
-33.965,18.602,1975.204918032787,25.0
-33.965,18.602,1975.2185792349726,22.0
-33.965,18.602,1975.2431693989072,29.0
-33.965,18.602,1975.2486338797814,23.0
-33.965,18.602,1975.2650273224044,32.0
-33.965,18.602,1975.275956284153,19.0
-33.965,18.602,1975.3005464480875,19.0
-33.965,18.602,1975.3060109289618,19.0
-33.965,18.602,1975.3169398907103,19.0
-33.965,18.602,1975.3251366120219,21.0
-33.965,18.602,1975.327868852459,22.0
-33.965,18.602,1975.3387978142077,21.0
-33.965,18.602,1975.3469945355191,18.0
-33.965,18.602,1975.3688524590164,26.0
-33.965,18.602,1975.3907103825136,24.0
-33.965,18.602,1975.4125683060108,18.0
-33.965,18.602,1975.4262295081967,28.0
-33.965,18.602,1975.4453551912568,22.0
-33.965,18.602,1975.448087431694,22.0
-33.965,18.602,1975.4562841530055,18.0
-33.965,18.602,1975.467213114754,18.0
-33.965,18.602,1975.4863387978141,17.0
-33.965,18.602,1975.4890710382513,18.0
-33.965,18.602,1975.4918032786886,18.0
-33.965,18.602,1975.4945355191257,18.0
-33.965,18.602,1975.5054644808743,17.0
-33.965,18.602,1975.5218579234972,17.0
-33.965,18.602,1975.5300546448088,16.0
-33.965,18.602,1975.535519125683,16.0
-33.965,18.602,1975.5409836065573,16.0
-33.965,18.602,1975.549180327869,15.0
-33.965,18.602,1975.551912568306,13.0
-33.965,18.602,1975.5655737704917,17.0
-33.965,18.602,1975.5710382513662,20.0
-33.965,18.602,1975.5874316939892,18.0
-33.965,18.602,1975.5928961748634,16.0
-33.965,18.602,1975.603825136612,21.0
-33.965,18.602,1975.6092896174864,28.0
-33.965,18.602,1975.6147540983607,15.0
-33.965,18.602,1975.6284153005465,23.0
-33.965,18.602,1975.636612021858,18.0
-33.965,18.602,1975.639344262295,17.0
-33.965,18.602,1975.6448087431695,15.0
-33.965,18.602,1975.6530054644809,15.0
-33.965,18.602,1975.6775956284152,24.0
-33.965,18.602,1975.6803278688524,19.0
-33.965,18.602,1975.688524590164,18.0
-33.965,18.602,1975.691256830601,19.0
-33.965,18.602,1975.6939890710382,17.0
-33.965,18.602,1975.6994535519125,23.0
-33.965,18.602,1975.7131147540983,25.0
-33.965,18.602,1975.72131147541,29.0
-33.965,18.602,1975.724043715847,20.0
-33.965,18.602,1975.7377049180327,26.0
-33.965,18.602,1975.7431693989072,22.0
-33.965,18.602,1975.75956284153,30.0
-33.965,18.602,1975.7622950819673,20.0
-33.965,18.602,1975.7677595628415,19.0
-33.965,18.602,1975.7732240437158,26.0
-33.965,18.602,1975.77868852459,19.0
-33.965,18.602,1975.7814207650274,19.0
-33.965,18.602,1975.7868852459017,18.0
-33.965,18.602,1975.8224043715848,33.0
-33.965,18.602,1975.8333333333333,25.0
-33.965,18.602,1975.8387978142077,24.0
-33.965,18.602,1975.8469945355191,25.0
-33.965,18.602,1975.863387978142,23.0
-33.965,18.602,1975.879781420765,20.0
-33.965,18.602,1975.8825136612022,20.0
-33.965,18.602,1975.8934426229507,23.0
-33.965,18.602,1975.9016393442623,25.0
-33.965,18.602,1975.9071038251366,22.0
-33.965,18.602,1975.9098360655737,21.0
-33.965,18.602,1975.9207650273224,26.0
-33.965,18.602,1975.9234972677596,25.0
-33.965,18.602,1975.9289617486338,21.0
-33.965,18.602,1975.9371584699454,22.0
-33.965,18.602,1975.9617486338798,31.0
-33.965,18.602,1975.9699453551912,25.0
-33.965,18.602,1975.9754098360656,23.0
-33.965,18.602,1975.9918032786886,27.0
-33.965,18.602,1976.0027322404371,32.0
-33.965,18.602,1976.0054644808743,25.0
-33.965,18.602,1976.0081967213114,26.0
-33.965,18.602,1976.0136612021859,29.0
-33.965,18.602,1976.0218579234972,28.0
-33.965,18.602,1976.0273224043715,28.0
-33.965,18.602,1976.0300546448088,24.0
